assetName,lat,long,businessCategory,riskRating,riskFactors,year
Jones Ltd,45.43341,-73.86586,Energy,0.16,"{""Volcano"": 0.0, ""Hurricane"": 0.01, ""Drought"": 0.02, ""Extreme heat"": 0.02, ""Sea level rise"": 0.02, ""Extreme cold"": 0.01, ""Wildfire"": 0.02, ""Flooding"": 0.02, ""Tornado"": 0.02, ""Earthquake"": 0.02}",2050
"Taylor, Mitchell and Ward",45.40008,-73.58248,Manufacturing,0.65,"{""Tornado"": 0.45, ""Extreme heat"": 0.13, ""Flooding"": 0.07}",2070
Norton-Spencer,45.43341,-73.86586,Healthcare,0.46,"{""Hurricane"": 0.26, ""Sea level rise"": 0.2}",2060
Reid-Sherman,45.4473,-73.75335,Finance,0,"{""Tornado"": 0.0, ""Extreme cold"": 0.0, ""Volcano"": 0.0, ""Wildfire"": 0.0, ""Drought"": 0.0, ""Flooding"": 0.0}",2030
Park and Sons,45.40008,-73.58248,Manufacturing,0.51,"{""Tornado"": 0.09999999999999999, ""Sea level rise"": 0.08, ""Wildfire"": 0.1, ""Earthquake"": 0.05, ""Drought"": 0.07, ""Hurricane"": 0.02, ""Extreme cold"": 0.03, ""Extreme heat"": 0.02, ""Flooding"": 0.03, ""Volcano"": 0.01}",2030
Gross PLC,45.40008,-73.58248,Manufacturing,0.1,"{""Drought"": 0.06, ""Wildfire"": 0.04}",2070
Ware PLC,43.86682,-79.2663,Energy,0.85,"{""Wildfire"": 0.3, ""Extreme heat"": 0.35, ""Drought"": 0.2}",2070
"Roberts, Burke and Williams",49.88307,-119.48568,Manufacturing,0.83,"{""Wildfire"": 0.11, ""Volcano"": 0.06, ""Sea level rise"": 0.13, ""Extreme heat"": 0.11, ""Tornado"": 0.07, ""Drought"": 0.16, ""Earthquake"": 0.04, ""Extreme cold"": 0.14, ""Hurricane"": 0.01}",2070
"Landry, Molina and Green",42.8334,-80.38297,Finance,0.4,"{""Drought"": 0.03, ""Extreme cold"": 0.01, ""Earthquake"": 0.02, ""Tornado"": 0.01, ""Extreme heat"": 0.09, ""Volcano"": 0.08, ""Flooding"": 0.09, ""Sea level rise"": 0.06, ""Hurricane"": 0.01}",2070
Zuniga Inc,45.44868,-73.81669,Finance,0.92,"{""Earthquake"": 0.1, ""Extreme heat"": 0.19, ""Wildfire"": 0.0, ""Hurricane"": 0.14, ""Flooding"": 0.17, ""Drought"": 0.15, ""Tornado"": 0.07, ""Extreme cold"": 0.01, ""Volcano"": 0.06, ""Sea level rise"": 0.03}",2030
Good-Lewis,50.26729,-119.27337,Manufacturing,0.59,"{""Volcano"": 0.13, ""Flooding"": 0.23, ""Extreme cold"": 0.01, ""Sea level rise"": 0.13, ""Hurricane"": 0.09}",2050
"Rodriguez, Roberts and Fuller",45.44868,-73.81669,Manufacturing,0.42,"{""Tornado"": 0.07, ""Flooding"": 0.0, ""Drought"": 0.09, ""Earthquake"": 0.05, ""Extreme cold"": 0.02, ""Wildfire"": 0.09, ""Sea level rise"": 0.09, ""Extreme heat"": 0.01}",2050
Foster-Flores,49.88307,-119.48568,Manufacturing,0.45,"{""Extreme cold"": 0.04, ""Drought"": 0.1, ""Flooding"": 0.07, ""Hurricane"": 0.09, ""Sea level rise"": 0.1, ""Earthquake"": 0.05}",2070
Jimenez-Gallegos,43.86682,-79.2663,Finance,0.77,"{""Sea level rise"": 0.14, ""Flooding"": 0.02, ""Volcano"": 0.12, ""Earthquake"": 0.01, ""Wildfire"": 0.06, ""Hurricane"": 0.25, ""Extreme heat"": 0.17}",2050
"Thompson, Davis and Brown",43.86682,-79.2663,Energy,0.09,"{""Wildfire"": 0.01, ""Drought"": 0.01, ""Extreme cold"": 0.01, ""Sea level rise"": 0.02, ""Extreme heat"": 0.01, ""Tornado"": 0.0, ""Flooding"": 0.01, ""Hurricane"": 0.01, ""Volcano"": 0.01}",2040
Johnson and Sons,46.23899,-63.13414,Energy,0.37,"{""Extreme cold"": 0.04, ""Extreme heat"": 0.04, ""Hurricane"": 0.29}",2070
Alvarez Inc,43.86682,-79.2663,Finance,0.58,"{""Sea level rise"": 0.1, ""Extreme cold"": 0.25, ""Extreme heat"": 0.01, ""Earthquake"": 0.22}",2030
Robertson-Petersen,49.88307,-119.48568,Energy,1,"{""Tornado"": 0.14, ""Extreme heat"": 0.06, ""Drought"": 0.19, ""Extreme cold"": 0.11, ""Sea level rise"": 0.16, ""Hurricane"": 0.08, ""Flooding"": 0.05, ""Volcano"": 0.09, ""Earthquake"": 0.12}",2050
"Hooper, Evans and Merritt",50.26729,-119.27337,Finance,0.53,"{""Tornado"": 0.53}",2040
Wilkerson-Miranda,46.1351,-60.1831,Finance,0.35,"{""Earthquake"": 0.04, ""Volcano"": 0.02, ""Sea level rise"": 0.07, ""Drought"": 0.07, ""Hurricane"": 0.05, ""Extreme heat"": 0.1}",2070
"Fox, Daniel and Coleman",43.86682,-79.2663,Energy,0.28,"{""Extreme cold"": 0.01, ""Hurricane"": 0.02, ""Earthquake"": 0.03, ""Flooding"": 0.03, ""Wildfire"": 0.04, ""Extreme heat"": 0.04, ""Sea level rise"": 0.01, ""Volcano"": 0.04, ""Drought"": 0.05, ""Tornado"": 0.01}",2060
"Davis, Allen and Rivera",45.44868,-73.81669,Finance,0.16,"{""Volcano"": 0.0, ""Extreme cold"": 0.01, ""Wildfire"": 0.0, ""Drought"": 0.02, ""Earthquake"": 0.02, ""Sea level rise"": 0.01, ""Hurricane"": 0.03, ""Extreme heat"": 0.03, ""Flooding"": 0.02, ""Tornado"": 0.02}",2070
Johnson and Sons,46.1351,-60.1831,Energy,0.3,"{""Extreme heat"": 0.16999999999999998, ""Wildfire"": 0.02, ""Drought"": 0.11}",2030
Campos and Sons,45.40008,-73.58248,Finance,0.12,"{""Wildfire"": 0.12}",2060
Zuniga Inc,45.40008,-73.58248,Manufacturing,0.53,"{""Earthquake"": 0.03, ""Extreme cold"": 0.16, ""Extreme heat"": 0.03, ""Hurricane"": 0.13, ""Sea level rise"": 0.13, ""Flooding"": 0.05}",2030
"Taylor, Mitchell and Ward",43.86682,-79.2663,Retail,0.24,"{""Extreme heat"": 0.17, ""Drought"": 0.04, ""Extreme cold"": 0.03}",2050
"Marks, Garrett and Cummings",45.40008,-73.58248,Healthcare,0.19,"{""Extreme cold"": 0.04, ""Wildfire"": 0.03, ""Earthquake"": 0.01, ""Extreme heat"": 0.01, ""Volcano"": 0.06, ""Hurricane"": 0.04}",2060
"Mcknight, Beasley and Stewart",50.26729,-119.27337,Technology,0.54,"{""Drought"": 0.06, ""Flooding"": 0.03, ""Volcano"": 0.18, ""Extreme cold"": 0.0, ""Wildfire"": 0.02, ""Extreme heat"": 0.2, ""Hurricane"": 0.0, ""Earthquake"": 0.05}",2040
"Harrison, Meza and Rios",49.88307,-119.48568,Manufacturing,0.51,"{""Extreme heat"": 0.15000000000000002, ""Earthquake"": 0.03, ""Drought"": 0.15, ""Wildfire"": 0.18}",2060
Foster-Flores,42.8334,-80.38297,Manufacturing,0.46,"{""Extreme cold"": 0.13, ""Hurricane"": 0.13, ""Drought"": 0.05, ""Tornado"": 0.14, ""Extreme heat"": 0.01}",2050
"Watson, Evans and Smith",45.4473,-73.75335,Retail,0.17,"{""Drought"": 0.0, ""Hurricane"": 0.05, ""Extreme heat"": 0.05, ""Extreme cold"": 0.07}",2040
Park and Sons,43.86682,-79.2663,Manufacturing,0.2,"{""Extreme heat"": 0.02, ""Drought"": 0.02, ""Flooding"": 0.01, ""Sea level rise"": 0.03, ""Wildfire"": 0.03, ""Hurricane"": 0.02, ""Earthquake"": 0.0, ""Extreme cold"": 0.02, ""Volcano"": 0.02, ""Tornado"": 0.03}",2060
Zuniga Inc,46.23899,-63.13414,Healthcare,0.88,"{""Drought"": 0.2, ""Volcano"": 0.18, ""Wildfire"": 0.11, ""Earthquake"": 0.2, ""Extreme cold"": 0.02, ""Extreme heat"": 0.17}",2070
Martin-Jenkins,45.43341,-73.86586,Finance,0.97,"{""Hurricane"": 0.13, ""Wildfire"": 0.07, ""Extreme heat"": 0.05, ""Tornado"": 0.1, ""Volcano"": 0.19, ""Sea level rise"": 0.07, ""Flooding"": 0.1, ""Earthquake"": 0.19, ""Extreme cold"": 0.07}",2050
"Washington, Rogers and Morrison",46.1351,-60.1831,Finance,0.47,"{""Extreme cold"": 0.01, ""Sea level rise"": 0.08, ""Flooding"": 0.06, ""Hurricane"": 0.08, ""Extreme heat"": 0.03, ""Wildfire"": 0.07, ""Volcano"": 0.02, ""Earthquake"": 0.03, ""Drought"": 0.03, ""Tornado"": 0.06}",2050
"Kelley, Barnes and Hutchinson",45.44868,-73.81669,Energy,0.19,"{""Extreme heat"": 0.03, ""Earthquake"": 0.02, ""Hurricane"": 0.03, ""Tornado"": 0.01, ""Extreme cold"": 0.03, ""Wildfire"": 0.03, ""Flooding"": 0.02, ""Volcano"": 0.0, ""Sea level rise"": 0.02}",2030
"Thompson, Davis and Brown",45.40008,-73.58248,Retail,0.02,"{""Flooding"": 0.02, ""Drought"": 0.0, ""Extreme cold"": 0.0, ""Sea level rise"": 0.0, ""Hurricane"": 0.0, ""Extreme heat"": 0.0, ""Wildfire"": 0.0, ""Tornado"": 0.0, ""Earthquake"": 0.0, ""Volcano"": 0.0}",2060
Horne and Sons,49.88307,-119.48568,Technology,0.7,"{""Sea level rise"": 0.03, ""Earthquake"": 0.25, ""Tornado"": 0.07, ""Volcano"": 0.16, ""Flooding"": 0.1, ""Drought"": 0.09}",2050
"Washington, Rogers and Morrison",53.51684,-113.3187,Healthcare,0.3,"{""Flooding"": 0.04, ""Earthquake"": 0.06, ""Tornado"": 0.03, ""Extreme cold"": 0.06, ""Extreme heat"": 0.05, ""Sea level rise"": 0.04, ""Wildfire"": 0.02}",2070
"Wagner, Curry and Pearson",50.26729,-119.27337,Healthcare,0.08,"{""Flooding"": 0.02, ""Sea level rise"": 0.0, ""Hurricane"": 0.01, ""Wildfire"": 0.01, ""Earthquake"": 0.02, ""Tornado"": 0.01, ""Volcano"": 0.0, ""Extreme cold"": 0.0, ""Drought"": 0.01}",2030
Thomas-Chavez,43.86682,-79.2663,Healthcare,0.91,"{""Extreme heat"": 0.21000000000000002, ""Volcano"": 0.35, ""Wildfire"": 0.27, ""Flooding"": 0.08}",2070
Acevedo-Kennedy,45.4473,-73.75335,Manufacturing,0.31,"{""Sea level rise"": 0.060000000000000005, ""Drought"": 0.02, ""Extreme cold"": 0.03, ""Earthquake"": 0.03, ""Tornado"": 0.05, ""Extreme heat"": 0.04, ""Flooding"": 0.03, ""Hurricane"": 0.05}",2050
"Watson, Evans and Smith",45.40008,-73.58248,Retail,0.82,"{""Earthquake"": 0.23, ""Sea level rise"": 0.06, ""Extreme heat"": 0.04, ""Hurricane"": 0.04, ""Flooding"": 0.24, ""Extreme cold"": 0.02, ""Tornado"": 0.19}",2050
Stewart PLC,45.44868,-73.81669,Healthcare,0.94,"{""Drought"": 0.16, ""Sea level rise"": 0.18, ""Hurricane"": 0.01, ""Earthquake"": 0.16, ""Tornado"": 0.0, ""Wildfire"": 0.2, ""Extreme heat"": 0.23}",2040
Stewart PLC,45.43341,-73.86586,Technology,0.71,"{""Hurricane"": 0.06999999999999999, ""Extreme heat"": 0.03, ""Flooding"": 0.1, ""Wildfire"": 0.13, ""Volcano"": 0.13, ""Drought"": 0.04, ""Sea level rise"": 0.09, ""Extreme cold"": 0.12}",2030
"Higgins, Brown and Vaughn",42.8334,-80.38297,Retail,0.85,"{""Extreme cold"": 0.05, ""Tornado"": 0.36, ""Volcano"": 0.44}",2030
"Mcpherson, Simmons and Simpson",49.88307,-119.48568,Finance,0.5,"{""Tornado"": 0.1, ""Extreme cold"": 0.04, ""Extreme heat"": 0.07, ""Earthquake"": 0.05, ""Wildfire"": 0.08, ""Volcano"": 0.09, ""Hurricane"": 0.01, ""Drought"": 0.01, ""Sea level rise"": 0.01, ""Flooding"": 0.04}",2040
"Walker, Hogan and Mendez",45.4473,-73.75335,Energy,0.24,"{""Earthquake"": 0.09, ""Hurricane"": 0.08, ""Flooding"": 0.07}",2070
"Mcknight, Beasley and Stewart",45.40008,-73.58248,Healthcare,0.78,"{""Sea level rise"": 0.14, ""Extreme cold"": 0.09, ""Wildfire"": 0.18, ""Volcano"": 0.16, ""Tornado"": 0.04, ""Flooding"": 0.0, ""Extreme heat"": 0.17}",2040
Cook-Burns,46.23899,-63.13414,Retail,0.42,"{""Extreme cold"": 0.1, ""Hurricane"": 0.27, ""Extreme heat"": 0.05}",2040
Zuniga Inc,53.51684,-113.3187,Energy,0.95,"{""Extreme cold"": 0.02, ""Sea level rise"": 0.25, ""Wildfire"": 0.18, ""Tornado"": 0.07, ""Extreme heat"": 0.12, ""Volcano"": 0.07, ""Hurricane"": 0.06, ""Drought"": 0.18}",2050
Wilkerson-Miranda,45.4473,-73.75335,Healthcare,0.08,"{""Wildfire"": 0.03, ""Volcano"": 0.02, ""Tornado"": 0.01, ""Hurricane"": 0.02}",2030
"Higgins, Brown and Vaughn",53.51684,-113.3187,Finance,0.77,"{""Flooding"": 0.13, ""Volcano"": 0.27, ""Wildfire"": 0.27, ""Tornado"": 0.1}",2060
"Rodriguez, Roberts and Fuller",45.4473,-73.75335,Technology,0.91,"{""Flooding"": 0.43, ""Wildfire"": 0.48}",2050
Wiley Ltd,53.51684,-113.3187,Healthcare,0.42,"{""Hurricane"": 0.08, ""Tornado"": 0.04, ""Extreme cold"": 0.03, ""Sea level rise"": 0.07, ""Earthquake"": 0.04, ""Flooding"": 0.01, ""Wildfire"": 0.07, ""Drought"": 0.04, ""Extreme heat"": 0.01, ""Volcano"": 0.03}",2030
Skinner-Rojas,46.1351,-60.1831,Energy,0.24,"{""Hurricane"": 0.01, ""Wildfire"": 0.04, ""Sea level rise"": 0.03, ""Earthquake"": 0.02, ""Drought"": 0.03, ""Volcano"": 0.03, ""Extreme heat"": 0.04, ""Extreme cold"": 0.03, ""Flooding"": 0.0, ""Tornado"": 0.01}",2040
Jimenez-Gallegos,46.23899,-63.13414,Manufacturing,0.78,"{""Tornado"": 0.04, ""Extreme cold"": 0.02, ""Extreme heat"": 0.14, ""Flooding"": 0.02, ""Earthquake"": 0.06, ""Volcano"": 0.03, ""Hurricane"": 0.14, ""Drought"": 0.07, ""Wildfire"": 0.14, ""Sea level rise"": 0.12}",2060
Cook-Burns,46.1351,-60.1831,Energy,0.63,"{""Drought"": 0.09999999999999999, ""Tornado"": 0.05, ""Sea level rise"": 0.06, ""Wildfire"": 0.09, ""Volcano"": 0.0, ""Flooding"": 0.09, ""Extreme cold"": 0.03, ""Hurricane"": 0.06, ""Earthquake"": 0.02, ""Extreme heat"": 0.13}",2040
"Higgins, Brown and Vaughn",42.8334,-80.38297,Finance,0.47,"{""Extreme cold"": 0.09000000000000001, ""Wildfire"": 0.04, ""Earthquake"": 0.0, ""Tornado"": 0.01, ""Volcano"": 0.04, ""Sea level rise"": 0.07, ""Flooding"": 0.06, ""Extreme heat"": 0.07, ""Hurricane"": 0.04, ""Drought"": 0.05}",2050
"Fox, Daniel and Coleman",50.26729,-119.27337,Manufacturing,0.06,"{""Tornado"": 0.06}",2060
"Thompson, Davis and Brown",46.23899,-63.13414,Technology,0.04,"{""Extreme cold"": 0.01, ""Wildfire"": 0.02, ""Hurricane"": 0.01}",2070
"Fox, Daniel and Coleman",53.51684,-113.3187,Healthcare,0.41,"{""Extreme cold"": 0.02, ""Wildfire"": 0.05, ""Sea level rise"": 0.09, ""Volcano"": 0.04, ""Tornado"": 0.03, ""Extreme heat"": 0.09, ""Drought"": 0.0, ""Earthquake"": 0.09}",2060
Wiley Ltd,43.86682,-79.2663,Manufacturing,0.34,"{""Extreme heat"": 0.01, ""Wildfire"": 0.05, ""Hurricane"": 0.02, ""Sea level rise"": 0.07, ""Flooding"": 0.02, ""Drought"": 0.05, ""Earthquake"": 0.02, ""Volcano"": 0.02, ""Extreme cold"": 0.06, ""Tornado"": 0.02}",2050
"Mejia, Roberts and Gay",45.4473,-73.75335,Retail,0.13,"{""Extreme heat"": 0.02, ""Earthquake"": 0.01, ""Hurricane"": 0.02, ""Drought"": 0.01, ""Tornado"": 0.02, ""Wildfire"": 0.01, ""Flooding"": 0.0, ""Extreme cold"": 0.03, ""Sea level rise"": 0.01}",2050
Wilkerson-Miranda,50.26729,-119.27337,Healthcare,0.1,"{""Volcano"": 0.05, ""Extreme cold"": 0.05}",2050
"Fox, Daniel and Coleman",45.40008,-73.58248,Healthcare,0.94,"{""Earthquake"": 0.94}",2060
Perez-Robertson,46.23899,-63.13414,Finance,0.89,"{""Drought"": 0.1, ""Hurricane"": 0.1, ""Tornado"": 0.08, ""Sea level rise"": 0.13, ""Extreme heat"": 0.13, ""Extreme cold"": 0.08, ""Flooding"": 0.1, ""Volcano"": 0.04, ""Wildfire"": 0.13}",2030
Pittman PLC,46.23899,-63.13414,Energy,0.04,"{""Flooding"": 0.0, ""Earthquake"": 0.01, ""Extreme cold"": 0.0, ""Extreme heat"": 0.0, ""Drought"": 0.01, ""Tornado"": 0.01, ""Hurricane"": 0.01}",2070
Pittman PLC,46.1351,-60.1831,Retail,0.29,"{""Extreme cold"": 0.05, ""Extreme heat"": 0.06, ""Hurricane"": 0.0, ""Sea level rise"": 0.01, ""Earthquake"": 0.03, ""Tornado"": 0.03, ""Drought"": 0.06, ""Volcano"": 0.01, ""Flooding"": 0.02, ""Wildfire"": 0.02}",2060
Pittman PLC,46.1351,-60.1831,Finance,0.59,"{""Volcano"": 0.09999999999999999, ""Hurricane"": 0.04, ""Extreme heat"": 0.1, ""Wildfire"": 0.03, ""Earthquake"": 0.1, ""Drought"": 0.03, ""Extreme cold"": 0.1, ""Tornado"": 0.09}",2070
"Wagner, Curry and Pearson",46.1351,-60.1831,Manufacturing,0.5,"{""Hurricane"": 0.05, ""Wildfire"": 0.13, ""Extreme heat"": 0.02, ""Earthquake"": 0.1, ""Sea level rise"": 0.03, ""Volcano"": 0.07, ""Extreme cold"": 0.1}",2030
"Davis, Allen and Rivera",45.40008,-73.58248,Technology,0.91,"{""Hurricane"": 0.2, ""Tornado"": 0.71}",2070
Foster-Flores,45.43341,-73.86586,Retail,0.34,"{""Extreme heat"": 0.02, ""Tornado"": 0.03, ""Extreme cold"": 0.06, ""Hurricane"": 0.02, ""Sea level rise"": 0.02, ""Earthquake"": 0.01, ""Volcano"": 0.05, ""Wildfire"": 0.06, ""Flooding"": 0.06, ""Drought"": 0.01}",2060
Ware PLC,42.8334,-80.38297,Finance,0.21,"{""Hurricane"": 0.04, ""Tornado"": 0.04, ""Volcano"": 0.02, ""Sea level rise"": 0.03, ""Drought"": 0.04, ""Wildfire"": 0.01, ""Extreme heat"": 0.02, ""Earthquake"": 0.01}",2030
Wiley Ltd,45.40008,-73.58248,Manufacturing,0.48,"{""Hurricane"": 0.04, ""Wildfire"": 0.12, ""Extreme cold"": 0.0, ""Volcano"": 0.07, ""Extreme heat"": 0.05, ""Drought"": 0.09, ""Flooding"": 0.11}",2060
"Fox, Daniel and Coleman",49.88307,-119.48568,Finance,0.04,"{""Volcano"": 0.01, ""Wildfire"": 0.01, ""Hurricane"": 0.01, ""Earthquake"": 0.01}",2050
"Marks, Garrett and Cummings",43.86682,-79.2663,Retail,0.81,"{""Extreme heat"": 0.35, ""Tornado"": 0.37, ""Wildfire"": 0.05, ""Volcano"": 0.04}",2060
Torres-Sanchez,46.23899,-63.13414,Technology,0.96,"{""Earthquake"": 0.96}",2060
Guzman Ltd,45.44868,-73.81669,Retail,0.98,"{""Extreme heat"": 0.0, ""Volcano"": 0.07, ""Sea level rise"": 0.1, ""Flooding"": 0.16, ""Extreme cold"": 0.09, ""Drought"": 0.16, ""Wildfire"": 0.13, ""Tornado"": 0.1, ""Earthquake"": 0.13, ""Hurricane"": 0.04}",2040
Martin-Jenkins,50.26729,-119.27337,Healthcare,0.05,"{""Extreme cold"": 0.0, ""Flooding"": 0.0, ""Drought"": 0.01, ""Hurricane"": 0.01, ""Volcano"": 0.01, ""Sea level rise"": 0.0, ""Tornado"": 0.0, ""Wildfire"": 0.01, ""Earthquake"": 0.01, ""Extreme heat"": 0.0}",2040
"Watson, Evans and Smith",46.23899,-63.13414,Finance,0.5,"{""Extreme heat"": 0.11, ""Extreme cold"": 0.08, ""Hurricane"": 0.11, ""Tornado"": 0.07, ""Sea level rise"": 0.12, ""Earthquake"": 0.01}",2050
"Washington, Rogers and Morrison",49.88307,-119.48568,Technology,0.58,"{""Sea level rise"": 0.12, ""Hurricane"": 0.11, ""Flooding"": 0.02, ""Earthquake"": 0.03, ""Wildfire"": 0.01, ""Extreme cold"": 0.09, ""Tornado"": 0.01, ""Drought"": 0.06, ""Volcano"": 0.05, ""Extreme heat"": 0.08}",2040
Banks-Carlson,49.88307,-119.48568,Energy,0.44,"{""Hurricane"": 0.12, ""Extreme cold"": 0.25, ""Tornado"": 0.07}",2050
Gray-Evans,49.88307,-119.48568,Finance,0.44,"{""Hurricane"": 0.44}",2040
Patel-Brooks,53.51684,-113.3187,Finance,0.33,"{""Drought"": 0.019999999999999997, ""Extreme heat"": 0.04, ""Flooding"": 0.01, ""Wildfire"": 0.02, ""Volcano"": 0.09, ""Earthquake"": 0.04, ""Tornado"": 0.06, ""Sea level rise"": 0.05}",2040
Sullivan-Curtis,45.40008,-73.58248,Energy,0.63,"{""Drought"": 0.02, ""Sea level rise"": 0.14, ""Wildfire"": 0.17, ""Extreme cold"": 0.3}",2050
Jones Ltd,46.23899,-63.13414,Finance,0.09,"{""Drought"": 0.05, ""Hurricane"": 0.01, ""Extreme heat"": 0.03}",2060
Norton-Spencer,43.86682,-79.2663,Manufacturing,0.91,"{""Wildfire"": 0.33, ""Earthquake"": 0.2, ""Extreme heat"": 0.18, ""Extreme cold"": 0.2}",2070
Reid PLC,45.43341,-73.86586,Technology,0.6,"{""Drought"": 0.13, ""Extreme cold"": 0.1, ""Sea level rise"": 0.01, ""Extreme heat"": 0.06, ""Hurricane"": 0.03, ""Wildfire"": 0.02, ""Earthquake"": 0.12, ""Volcano"": 0.13}",2060
Gross PLC,45.44868,-73.81669,Manufacturing,0.13,"{""Flooding"": 0.13}",2040
Jones Ltd,46.23899,-63.13414,Technology,0.3,"{""Drought"": 0.04, ""Hurricane"": 0.26}",2040
"Walker, Hogan and Mendez",45.43341,-73.86586,Manufacturing,0.17,"{""Volcano"": 0.02, ""Sea level rise"": 0.01, ""Extreme heat"": 0.03, ""Wildfire"": 0.02, ""Extreme cold"": 0.04, ""Earthquake"": 0.03, ""Flooding"": 0.0, ""Drought"": 0.02}",2060
Robertson-Petersen,49.88307,-119.48568,Technology,0.93,"{""Earthquake"": 0.11, ""Drought"": 0.3, ""Extreme cold"": 0.23, ""Flooding"": 0.29}",2040
"Harrison, Meza and Rios",45.44868,-73.81669,Healthcare,0.44,"{""Wildfire"": 0.08, ""Tornado"": 0.06, ""Sea level rise"": 0.06, ""Drought"": 0.07, ""Volcano"": 0.02, ""Extreme heat"": 0.04, ""Earthquake"": 0.05, ""Hurricane"": 0.06}",2050
Horne and Sons,46.1351,-60.1831,Healthcare,0.38,"{""Extreme heat"": 0.38}",2060
"Hall, Meadows and Anderson",49.88307,-119.48568,Healthcare,0.22,"{""Tornado"": 0.03, ""Flooding"": 0.02, ""Drought"": 0.03, ""Hurricane"": 0.05, ""Earthquake"": 0.03, ""Volcano"": 0.03, ""Extreme cold"": 0.03}",2070
Cook-Burns,43.86682,-79.2663,Retail,0.12,"{""Extreme heat"": 0.03, ""Extreme cold"": 0.05, ""Earthquake"": 0.03, ""Volcano"": 0.01}",2040
Jones Ltd,46.1351,-60.1831,Retail,0.77,"{""Drought"": 0.06, ""Earthquake"": 0.2, ""Sea level rise"": 0.16, ""Flooding"": 0.01, ""Wildfire"": 0.06, ""Hurricane"": 0.13, ""Tornado"": 0.01, ""Extreme heat"": 0.14}",2070
Horne and Sons,45.43341,-73.86586,Healthcare,0.94,"{""Sea level rise"": 0.01, ""Extreme cold"": 0.04, ""Earthquake"": 0.22, ""Tornado"": 0.01, ""Extreme heat"": 0.07, ""Drought"": 0.2, ""Volcano"": 0.07, ""Flooding"": 0.1, ""Hurricane"": 0.22}",2070
"Thompson, Davis and Brown",45.4473,-73.75335,Finance,0.26,"{""Volcano"": 0.26}",2030
"Bender, Warren and Sanchez",53.51684,-113.3187,Technology,0.4,"{""Wildfire"": 0.4}",2070
Wilkerson-Miranda,53.51684,-113.3187,Technology,0.33,"{""Flooding"": 0.33}",2040
"Walker, Hogan and Mendez",46.23899,-63.13414,Retail,0.78,"{""Earthquake"": 0.08, ""Wildfire"": 0.12, ""Volcano"": 0.07, ""Tornado"": 0.18, ""Flooding"": 0.1, ""Drought"": 0.11, ""Extreme heat"": 0.12}",2030
Guzman Ltd,46.23899,-63.13414,Technology,0.14,"{""Hurricane"": 0.02, ""Drought"": 0.01, ""Tornado"": 0.01, ""Flooding"": 0.02, ""Wildfire"": 0.02, ""Volcano"": 0.01, ""Extreme cold"": 0.02, ""Extreme heat"": 0.03}",2030
Guzman Ltd,53.51684,-113.3187,Manufacturing,0.33,"{""Flooding"": 0.05, ""Extreme cold"": 0.05, ""Drought"": 0.05, ""Earthquake"": 0.04, ""Hurricane"": 0.03, ""Volcano"": 0.01, ""Sea level rise"": 0.04, ""Wildfire"": 0.03, ""Extreme heat"": 0.02, ""Tornado"": 0.01}",2050
Reid-Sherman,45.44868,-73.81669,Energy,0.41,"{""Drought"": 0.27, ""Wildfire"": 0.14}",2030
Stanton-Joyce,45.43341,-73.86586,Manufacturing,0.21,"{""Volcano"": 0.11, ""Sea level rise"": 0.1}",2060
Sullivan-Curtis,46.1351,-60.1831,Technology,0.52,"{""Hurricane"": 0.22, ""Earthquake"": 0.3}",2060
Reid PLC,42.8334,-80.38297,Retail,0.61,"{""Earthquake"": 0.15000000000000002, ""Extreme heat"": 0.12, ""Sea level rise"": 0.08, ""Tornado"": 0.05, ""Drought"": 0.11, ""Wildfire"": 0.02, ""Hurricane"": 0.08}",2030
Cook-Burns,50.26729,-119.27337,Technology,0.72,"{""Tornado"": 0.33, ""Hurricane"": 0.39}",2050
Guzman Ltd,42.8334,-80.38297,Finance,0.34,"{""Earthquake"": 0.03, ""Wildfire"": 0.08, ""Extreme heat"": 0.1, ""Hurricane"": 0.04, ""Drought"": 0.09}",2060
Duke Ltd,49.88307,-119.48568,Energy,0.12,"{""Hurricane"": 0.01, ""Sea level rise"": 0.02, ""Tornado"": 0.0, ""Volcano"": 0.01, ""Extreme cold"": 0.01, ""Extreme heat"": 0.02, ""Drought"": 0.03, ""Flooding"": 0.02}",2070
"Marks, Garrett and Cummings",45.4473,-73.75335,Manufacturing,0.82,"{""Volcano"": 0.82}",2070
Perez-Robertson,46.23899,-63.13414,Manufacturing,0.99,"{""Earthquake"": 0.14, ""Extreme heat"": 0.19, ""Tornado"": 0.09, ""Wildfire"": 0.15, ""Volcano"": 0.09, ""Sea level rise"": 0.11, ""Drought"": 0.03, ""Extreme cold"": 0.09, ""Flooding"": 0.1}",2030
"Landry, Molina and Green",46.1351,-60.1831,Technology,0.98,"{""Extreme cold"": 0.17, ""Wildfire"": 0.15, ""Flooding"": 0.1, ""Earthquake"": 0.12, ""Volcano"": 0.09, ""Extreme heat"": 0.16, ""Hurricane"": 0.15, ""Tornado"": 0.03, ""Drought"": 0.01}",2070
Horne and Sons,49.88307,-119.48568,Finance,0.76,"{""Tornado"": 0.76}",2040
Sullivan-Curtis,45.43341,-73.86586,Technology,0.24,"{""Sea level rise"": 0.05, ""Tornado"": 0.05, ""Volcano"": 0.0, ""Extreme heat"": 0.02, ""Earthquake"": 0.07, ""Flooding"": 0.05}",2060
